TRAM;DIA;INTA;INTAP;INTD;INTDP;INTT;INTTP;TIPUSV;TIPUSE;PKE;PKECOOR;PKINI;REFINI;PKINICOOR;PKFI;REFFI;PKFICOOR
10007;07/03/2025;13.437;2.694;13.437;2.674;26.874;5.368;Aut.;Espiras;700;"39,88828171;-0,1963450773";0;Ac. Vilavella des de BetxÃ­;"39,8805620167;-0,1927724982";1650;CV-223;"39,8964339871;-0,1969224331"
10007;08/03/2025;6.871;505;6.515;424;13.386;929;Aut.;Espiras;700;"39,88828171;-0,1963450773";0;Ac. Vilavella des de BetxÃ­;"39,8805620167;-0,1927724982";1650;CV-223;"39,8964339871;-0,1969224331"
10007;09/03/2025;6.457;319;6.243;290;12.700;609;Aut.;Espiras;700;"39,88828171;-0,1963450773";0;Ac. Vilavella des de BetxÃ­;"39,8805620167;-0,1927724982";1650;CV-223;"39,8964339871;-0,1969224331"
10007;10/03/2025;14.053;2.985;13.490;2.904;27.543;5.889;Aut.;Espiras;700;"39,88828171;-0,1963450773";0;Ac. Vilavella des de BetxÃ­;"39,8805620167;-0,1927724982";1650;CV-223;"39,8964339871;-0,1969224331"
10007;11/03/2025;13.827;3.077;13.394;2.864;27.221;5.941;Aut.;Espiras;700;"39,88828171;-0,1963450773";0;Ac. Vilavella des de BetxÃ­;"39,8805620167;-0,1927724982";1650;CV-223;"39,8964339871;-0,1969224331"
10007;12/03/2025;14.218;3.134;13.799;3.000;28.017;6.134;Aut.;Espiras;700;"39,88828171;-0,1963450773";0;Ac. Vilavella des de BetxÃ­;"39,8805620167;-0,1927724982";1650;CV-223;"39,8964339871;-0,1969224331"
10007;13/03/2025;14.028;3.134;13.779;3.065;27.807;6.199;Aut.;Espiras;700;"39,88828171;-0,1963450773";0;Ac. Vilavella des de BetxÃ­;"39,8805620167;-0,1927724982";1650;CV-223;"39,8964339871;-0,1969224331"
10024;07/03/2025;13.774;2.793;13.787;2.725;27.561;5.518;Aut.;Espiras;2400;"39,9032257127;-0,1958323205";1650;CV-223;"39,8964339871;-0,1969224331";5000;CV-222;"39,9253599469;-0,1914422964"
10024;08/03/2025;7.003;536;6.763;441;13.766;977;Aut.;Espiras;2400;"39,9032257127;-0,1958323205";1650;CV-223;"39,8964339871;-0,1969224331";5000;CV-222;"39,9253599469;-0,1914422964"
10024;09/03/2025;6.657;326;6.274;310;12.931;636;Aut.;Espiras;2400;"39,9032257127;-0,1958323205";1650;CV-223;"39,8964339871;-0,1969224331";5000;CV-222;"39,9253599469;-0,1914422964"
10024;10/03/2025;14.447;3.093;13.803;2.969;28.250;6.062;Aut.;Espiras;2400;"39,9032257127;-0,1958323205";1650;CV-223;"39,8964339871;-0,1969224331";5000;CV-222;"39,9253599469;-0,1914422964"
10024;11/03/2025;14.162;3.194;13.700;2.918;27.862;6.112;Aut.;Espiras;2400;"39,9032257127;-0,1958323205";1650;CV-223;"39,8964339871;-0,1969224331";5000;CV-222;"39,9253599469;-0,1914422964"
10024;12/03/2025;14.595;3.256;14.156;3.070;28.751;6.326;Aut.;Espiras;2400;"39,9032257127;-0,1958323205";1650;CV-223;"39,8964339871;-0,1969224331";5000;CV-222;"39,9253599469;-0,1914422964"
10024;13/03/2025;14.466;3.261;14.150;3.137;28.616;6.398;Aut.;Espiras;2400;"39,9032257127;-0,1958323205";1650;CV-223;"39,8964339871;-0,1969224331";5000;CV-222;"39,9253599469;-0,1914422964"
10071;07/03/2025;16.059;3.036;16.092;2.942;32.151;5.978;Aut.;Espiras;7050;"39,9424199469;-0,1837731528";5000;CV-222;"39,9253599469;-0,1914422964";8000;CV-20;"39,9497402649;-0,1789669233"
10071;08/03/2025;8.092;552;7.619;426;15.711;978;Aut.;Espiras;7050;"39,9424199469;-0,1837731528";5000;CV-222;"39,9253599469;-0,1914422964";8000;CV-20;"39,9497402649;-0,1789669233"
10071;09/03/2025;7.368;362;7.115;293;14.483;655;Aut.;Espiras;7050;"39,9424199469;-0,1837731528";5000;CV-222;"39,9253599469;-0,1914422964";8000;CV-20;"39,9497402649;-0,1789669233"
10071;10/03/2025;15.917;3.427;15.618;3.178;31.535;6.605;Aut.;Espiras;7050;"39,9424199469;-0,1837731528";5000;CV-222;"39,9253599469;-0,1914422964";8000;CV-20;"39,9497402649;-0,1789669233"
10071;11/03/2025;15.815;3.621;15.526;3.125;31.341;6.746;Aut.;Espiras;7050;"39,9424199469;-0,1837731528";5000;CV-222;"39,9253599469;-0,1914422964";8000;CV-20;"39,9497402649;-0,1789669233"
10071;12/03/2025;15.938;3.583;15.864;3.302;31.802;6.885;Aut.;Espiras;7050;"39,9424199469;-0,1837731528";5000;CV-222;"39,9253599469;-0,1914422964";8000;CV-20;"39,9497402649;-0,1789669233"
10071;13/03/2025;16.043;3.629;15.894;3.359;31.937;6.988;Aut.;Espiras;7050;"39,9424199469;-0,1837731528";5000;CV-222;"39,9253599469;-0,1914422964";8000;CV-20;"39,9497402649;-0,1789669233"
10100;03/04/2025;19.827;3.996;19.202;3.994;39.029;7.990;Aut.;Espiras;10000;"39,9606318209;-0,1617837814";8000;CV-20;"39,9497402649;-0,1789669233";15000;CV-17;"39,9910388008;-0,1212910796"
10100;04/02/2025;19.709;4.086;18.771;3.783;38.480;7.869;Aut.;Espiras;10000;"39,9606318209;-0,1617837814";8000;CV-20;"39,9497402649;-0,1789669233";15000;CV-17;"39,9910388008;-0,1212910796"
10100;04/04/2025;21.196;3.758;20.112;3.646;41.308;7.404;Aut.;Espiras;10000;"39,9606318209;-0,1617837814";8000;CV-20;"39,9497402649;-0,1789669233";15000;CV-17;"39,9910388008;-0,1212910796"
10100;04/06/2025;21.341;4.306;20.107;4.040;41.448;8.346;Aut.;Espiras;10000;"39,9606318209;-0,1617837814";8000;CV-20;"39,9497402649;-0,1789669233";15000;CV-17;"39,9910388008;-0,1212910796"
10100;05/02/2025;19.743;4.099;18.837;3.785;38.580;7.884;Aut.;Espiras;10000;"39,9606318209;-0,1617837814";8000;CV-20;"39,9497402649;-0,1789669233";15000;CV-17;"39,9910388008;-0,1212910796"
10100;05/04/2025;11.756;829;10.828;739;22.584;1.568;Aut.;Espiras;10000;"39,9606318209;-0,1617837814";8000;CV-20;"39,9497402649;-0,1789669233";15000;CV-17;"39,9910388008;-0,1212910796"
10100;05/06/2025;21.075;4.049;19.896;3.940;40.971;7.989;Aut.;Espiras;10000;"39,9606318209;-0,1617837814";8000;CV-20;"39,9497402649;-0,1789669233";15000;CV-17;"39,9910388008;-0,1212910796"
10100;06/02/2025;20.195;4.179;20.824;4.984;41.019;9.163;Aut.;Espiras;10000;"39,9606318209;-0,1617837814";8000;CV-20;"39,9497402649;-0,1789669233";15000;CV-17;"39,9910388008;-0,1212910796"
10100;06/04/2025;9.946;580;9.290;400;19.236;980;Aut.;Espiras;10000;"39,9606318209;-0,1617837814";8000;CV-20;"39,9497402649;-0,1789669233";15000;CV-17;"39,9910388008;-0,1212910796"
10100;06/06/2025;22.774;3.907;20.592;3.786;43.366;7.693;Aut.;Espiras;10000;"39,9606318209;-0,1617837814";8000;CV-20;"39,9497402649;-0,1789669233";15000;CV-17;"39,9910388008;-0,1212910796"
10100;07/02/2025;20.654;3.928;19.562;3.760;40.216;7.688;Aut.;Espiras;10000;"39,9606318209;-0,1617837814";8000;CV-20;"39,9497402649;-0,1789669233";15000;CV-17;"39,9910388008;-0,1212910796"
10100;07/04/2025;20.053;4.228;19.017;3.948;39.070;8.176;Aut.;Espiras;10000;"39,9606318209;-0,1617837814";8000;CV-20;"39,9497402649;-0,1789669233";15000;CV-17;"39,9910388008;-0,1212910796"
10100;07/06/2025;12.194;942;10.809;914;23.003;1.856;Aut.;Espiras;10000;"39,9606318209;-0,1617837814";8000;CV-20;"39,9497402649;-0,1789669233";15000;CV-17;"39,9910388008;-0,1212910796"
10100;08/02/2025;10.862;646;10.439;649;21.301;1.295;Aut.;Espiras;10000;"39,9606318209;-0,1617837814";8000;CV-20;"39,9497402649;-0,1789669233";15000;CV-17;"39,9910388008;-0,1212910796"
10100;08/04/2025;19.580;3.976;18.953;3.829;38.533;7.805;Aut.;Espiras;10000;"39,9606318209;-0,1617837814";8000;CV-20;"39,9497402649;-0,1789669233";15000;CV-17;"39,9910388008;-0,1212910796"
10100;08/06/2025;9.647;407;10.314;392;19.961;799;Aut.;Espiras;10000;"39,9606318209;-0,1617837814";8000;CV-20;"39,9497402649;-0,1789669233";15000;CV-17;"39,9910388008;-0,1212910796"
10100;09/02/2025;8.284;434;8.504;309;16.788;743;Aut.;Espiras;10000;"39,9606318209;-0,1617837814";8000;CV-20;"39,9497402649;-0,1789669233";15000;CV-17;"39,9910388008;-0,1212910796"
10100;09/04/2025;20.207;4.118;19.498;3.960;39.705;8.078;Aut.;Espiras;10000;"39,9606318209;-0,1617837814";8000;CV-20;"39,9497402649;-0,1789669233";15000;CV-17;"39,9910388008;-0,1212910796"
10100;09/06/2025;21.835;4.307;19.639;3.873;41.474;8.180;Aut.;Espiras;10000;"39,9606318209;-0,1617837814";8000;CV-20;"39,9497402649;-0,1789669233";15000;CV-17;"39,9910388008;-0,1212910796"
10100;10/02/2025;19.600;4.039;18.715;3.804;38.315;7.843;Aut.;Espiras;10000;"39,9606318209;-0,1617837814";8000;CV-20;"39,9497402649;-0,1789669233";15000;CV-17;"39,9910388008;-0,1212910796"
10100;10/06/2025;20.311;3.944;19.201;3.754;39.512;7.698;Aut.;Espiras;10000;"39,9606318209;-0,1617837814";8000;CV-20;"39,9497402649;-0,1789669233";15000;CV-17;"39,9910388008;-0,1212910796"
10162;01/01/2025;1.426;27;1.446;23;2.872;50;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;01/02/2025;6.277;307;5.062;310;11.339;617;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;01/04/2025;12.544;2.557;9.883;2.226;22.427;4.783;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;01/05/2025;7.668;517;5.408;448;13.076;965;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;02/01/2025;9.083;1.214;7.284;1.322;16.367;2.536;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;02/02/2025;5.725;256;5.331;159;11.056;415;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;02/04/2025;6.118;1.195;5.017;1.097;11.135;2.292;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;02/05/2025;10.252;1.846;8.240;1.913;18.492;3.759;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;02/06/2025;15.750;2.986;13.081;2.610;28.831;5.596;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;03/01/2025;9.686;1.206;7.420;1.155;17.106;2.361;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;03/02/2025;11.462;2.165;9.430;2.116;20.892;4.281;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;03/04/2025;10.723;1.927;9.098;2.070;19.821;3.997;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;03/05/2025;7.409;339;6.089;310;13.498;649;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;03/06/2025;15.561;2.998;13.065;2.644;28.626;5.642;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;04/01/2025;6.305;285;4.758;276;11.063;561;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;04/02/2025;11.785;2.141;9.553;2.064;21.338;4.205;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;04/04/2025;12.002;1.786;9.685;1.928;21.687;3.714;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;04/05/2025;7.576;336;7.433;236;15.009;572;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;04/06/2025;13.614;2.404;11.143;2.350;24.757;4.754;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;05/01/2025;4.598;140;3.680;83;8.278;223;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;05/02/2025;12.104;2.324;9.763;2.148;21.867;4.472;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;05/04/2025;7.580;348;6.062;315;13.642;663;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;05/05/2025;12.916;2.419;10.422;2.198;23.338;4.617;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;05/06/2025;15.946;2.902;13.361;2.651;29.307;5.553;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;06/01/2025;4.062;141;3.759;83;7.821;224;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;06/02/2025;12.441;2.380;11.086;2.918;23.527;5.298;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;06/04/2025;7.013;327;6.506;218;13.519;545;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;06/05/2025;12.759;2.403;10.375;2.357;23.134;4.760;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;06/06/2025;17.190;2.678;13.872;2.559;31.062;5.237;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;07/01/2025;10.963;1.872;8.666;1.811;19.629;3.683;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;07/02/2025;11.944;1.975;9.125;1.891;21.069;3.866;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;07/04/2025;12.032;2.349;9.930;2.226;21.962;4.575;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;07/05/2025;12.459;2.194;10.499;2.302;22.958;4.496;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;07/06/2025;9.167;494;6.616;472;15.783;966;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;08/01/2025;10.977;1.884;8.896;1.838;19.873;3.722;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;08/02/2025;7.248;315;5.854;391;13.102;706;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;08/04/2025;12.108;2.357;9.877;2.218;21.985;4.575;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;08/06/2025;7.455;286;7.656;300;15.111;586;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;09/01/2025;9.983;1.734;8.112;1.736;18.095;3.470;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;09/02/2025;5.974;269;5.865;188;11.839;457;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;09/03/2025;5.621;246;5.012;199;10.633;445;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;09/04/2025;11.928;2.197;10.018;2.174;21.946;4.371;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;09/05/2025;13.329;2.104;11.250;2.253;24.579;4.357;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;09/06/2025;16.797;3.251;13.368;2.616;30.165;5.867;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;10/01/2025;11.747;1.866;9.628;1.886;21.375;3.752;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;10/03/2025;11.682;2.173;9.573;2.206;21.255;4.379;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;10/04/2025;11.475;2.044;9.579;2.127;21.054;4.171;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;10/05/2025;6.812;336;5.267;345;12.079;681;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;10/06/2025;15.466;2.967;12.939;2.533;28.405;5.500;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;11/01/2025;6.064;326;4.665;257;10.729;583;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;11/02/2025;11.630;2.155;9.575;2.048;21.205;4.203;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;11/03/2025;10.287;1.945;8.497;1.915;18.784;3.860;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;11/04/2025;13.732;2.087;11.144;2.207;24.876;4.294;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;11/05/2025;6.260;291;5.686;219;11.946;510;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;11/06/2025;15.689;2.907;13.384;2.668;29.073;5.575;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;12/01/2025;5.362;273;4.644;171;10.006;444;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;12/02/2025;11.330;2.281;8.778;1.978;20.108;4.259;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;12/03/2025;13.002;2.285;10.919;2.266;23.921;4.551;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;12/04/2025;8.104;363;7.576;412;15.680;775;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;12/05/2025;12.581;2.313;10.148;2.344;22.729;4.657;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;12/06/2025;15.727;2.725;13.219;2.573;28.946;5.298;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;13/01/2025;11.718;2.283;9.410;2.083;21.128;4.366;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;13/02/2025;12.306;2.260;10.159;2.152;22.465;4.412;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;13/04/2025;6.108;300;6.073;241;12.181;541;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;13/05/2025;12.581;2.313;10.148;2.344;22.729;4.657;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;13/06/2025;17.042;2.584;13.614;2.415;30.656;4.999;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;14/01/2025;11.982;2.278;9.859;2.172;21.841;4.450;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;14/02/2025;13.784;2.127;10.642;2.115;24.426;4.242;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;14/04/2025;12.470;2.336;10.056;2.281;22.526;4.617;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;14/05/2025;13.323;2.410;11.055;2.418;24.378;4.828;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;14/06/2025;9.153;583;6.729;504;15.882;1.087;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;15/01/2025;11.937;2.339;9.836;2.148;21.773;4.487;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;15/02/2025;7.796;365;6.297;384;14.093;749;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;15/03/2025;7.992;358;6.008;311;14.000;669;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;15/04/2025;12.560;2.318;10.234;2.279;22.794;4.597;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;15/05/2025;12.743;2.314;10.828;2.435;23.571;4.749;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;15/06/2025;7.712;347;7.266;253;14.978;600;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;16/01/2025;11.328;2.048;9.396;2.100;20.724;4.148;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;16/02/2025;6.297;285;6.195;212;12.492;497;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;16/03/2025;5.100;259;4.366;168;9.466;427;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;16/04/2025;14.122;2.355;12.030;2.480;26.152;4.835;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;16/05/2025;13.373;2.106;10.989;2.356;24.362;4.462;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;17/02/2025;11.001;2.018;9.026;2.025;20.027;4.043;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
10162;17/04/2025;14.667;1.934;10.202;1.956;24.869;3.890;Aut.;Espiras;16230;"40,0010946001;-0,1166421887";15000;CV-17;"39,9910388008;-0,1212910796";17000;CV-16;"40,007604267;-0,1136261337"
